run,seed,AUDC
0,42,0.3394418643571399
1,43,0.38306625943126504
2,44,0.3721462142448712
3,45,0.35634492280657687
4,46,0.386845738672022
5,47,0.3918943419382731
6,48,0.38009567242653713
7,49,0.3658284869531258
8,50,0.36713945023220795
9,51,0.3564425477316148
